Protein	G_niphandrodes_count
XP_011130116.1 hypothetical protein GNI_065050	1
XP_011130165.1 hypothetical protein GNI_066630	1
XP_011130187.1 hypothetical protein GNI_067300	1
XP_011130186.1 GNAT family acetyltransferase	1
XP_011130185.1 hypothetical protein GNI_067280	1
XP_011130184.1 hypothetical protein GNI_067270	1
XP_011130183.1 putative MORN repeat protein	1
XP_011130182.1 MORN repeat protein	1
XP_011130181.1 putative transmembrane protein	1
XP_011130180.1 hypothetical protein GNI_067230	1
XP_011130179.1 hypothetical protein GNI_067220	1
XP_011130178.1 hypothetical protein GNI_067210	1
XP_011130177.1 hypothetical protein GNI_067110	1
XP_011130176.1 hypothetical protein GNI_067010,...	1
XP_011130175.1 hypothetical protein GNI_067000	1
XP_011130174.1 anaerobic C4-dicarboxylate trans...	1
XP_011130173.1 hypothetical protein GNI_066890	1
XP_011130172.1 hypothetical protein GNI_066880	1
XP_011130171.1 glycerate kinase	1
XP_011130170.1 hypothetical protein GNI_066860	1
XP_011130169.1 hypothetical protein GNI_066850	1
XP_011130168.1 inner membrane complex protein	1
XP_011130167.1 putative transmembrane protein	1
XP_011130188.1 starch-binding domain protein	1
XP_011130189.1 valyl-tRNA synthetase	1
XP_011130190.1 hypothetical protein GNI_067330	1
XP_011130202.1 putative PPPDE peptidase domain ...	1
XP_011130211.1 protein kinase domain protein	1
XP_011130210.1 protein kinase domain protein	1
XP_011130209.1 hypothetical protein GNI_067970	1
XP_011130208.1 hypothetical protein GNI_067870	1
XP_011130207.1 40S ribosomal protein S27	1
XP_011130206.1 14-3-3 protein epsilon	1
XP_011130205.1 hypothetical protein GNI_067840	1
XP_011130204.1 putative zinc finger protein	1
XP_011130203.1 hypothetical protein GNI_067820	1
XP_011130201.1 protein phosphatase 2C	1
XP_011130191.1 sugar efflux transporter for int...	1
XP_011130200.1 fumarylacetoacetate (FAA) hydrolase	1
XP_011130199.1 hypothetical protein GNI_067690	1
XP_011130198.1 hypothetical protein GNI_067680	1
XP_011130197.1 MORN repeat protein	1
XP_011130196.1 oligoribonuclease	1
XP_011130195.1 ubiquitin carboxyl-terminal hydr...	1
XP_011130194.1 ubiquitin carboxyl-terminal hydr...	1
XP_011130193.1 putative apicomplexan small protein	1
XP_011130192.1 hypothetical protein GNI_067350	1
XP_011130166.1 ribonucleoside-diphosphate reduc...	1
XP_011130164.1 hypothetical protein GNI_066620	1
XP_011130117.1 hypothetical protein GNI_065150	1
XP_011130163.1 putative kinase	1
XP_011130138.1 lanthionine synthetase C-like pr...	1
XP_011130137.1 putative Gag-pol polyprotein	1
XP_011130136.1 hypothetical protein GNI_065530	1
XP_011130135.1 hypothetical protein GNI_065520	1
XP_011130134.1 hypothetical protein GNI_065420	1
XP_011130133.1 hypothetical protein GNI_065410	1
XP_011130132.1 hypothetical protein GNI_065400	1
XP_011130131.1 T-complex 1 subunit delta, partial	1
XP_011130130.1 T-complex 1 subunit delta	1
XP_011130129.1 hypothetical protein GNI_065270	1
XP_011130128.1 putative chitinase/lysozyme protein	1
XP_011130127.1 RNA-dependent RNA polymerase	1
XP_011130126.1 hypothetical protein GNI_065240	1
XP_011130125.1 DnaJ domain protein	1
XP_011130124.1 chitinase	1
XP_011130123.1 hypothetical protein GNI_065210	1
XP_011130122.1 hypothetical protein GNI_065200	1
XP_011130121.1 hypothetical protein GNI_065190	1
XP_011130120.1 putative pol polyprotein	1
XP_011130119.1 hypothetical protein GNI_065170	1
XP_011130118.1 hypothetical protein GNI_065160	1
XP_011130139.1 Wax ester synthase-like acyl-CoA...	1
XP_011130140.1 deoxycytidylate deaminase	1
XP_011130141.1 putative transmembrane protein	1
XP_011130153.1 putative DNA-directed RNA polyme...	1
XP_011130162.1 hypothetical protein GNI_066510	1
XP_011130161.1 hypothetical protein GNI_066500	1
XP_011130160.1 hypothetical protein GNI_066490	1
XP_011130159.1 glycosyltransferase	1
XP_011130158.1 Rab-GTPase-TBC domain protein	1
XP_011130157.1 hypothetical protein GNI_066370	1
XP_011130156.1 Vps51/Vps67 protein	1
XP_011130155.1 putative transmembrane protein	1
XP_011130154.1 hypothetical protein GNI_066340	1
XP_011130152.1 putative DNA-directed RNA polyme...	1
XP_011130142.1 putative transmembrane protein	1
XP_011130151.1 putative transmembrane protein	1
XP_011130150.1 putative transmembrane protein, ...	1
XP_011130149.1 putative transmembrane protein	1
XP_011130148.1 hypothetical protein GNI_066100	1
XP_011130147.1 hypothetical protein GNI_066000,...	1
XP_011130146.1 hypothetical protein GNI_065900	1
XP_011130145.1 hypothetical protein GNI_065800	1
XP_011130144.1 AKAP7 2'5' RNA ligase-like domai...	1
XP_011130143.1 hypothetical protein GNI_065780	1
XP_011130410.1 ATP-dependent DNA helicase, RecQ...	1
XP_011130412.1 putative transmembrane protein	1
XP_011130807.1 Alg14-like oligosaccharide biosy...	1
XP_011130683.1 acid phosphatase	1
XP_011130681.1 transcription factor Tfb2	1
XP_011130680.1 hypothetical protein GNI_086840	1
XP_011130679.1 eukaryotic translation initiatio...	1
XP_011130678.1 methyltransferase small domain p...	1
XP_011130677.1 hypothetical protein GNI_086810	1
XP_011130676.1 hypothetical protein GNI_086710	1
XP_011130675.1 hypothetical protein GNI_086700	1
XP_011130674.1 DnaJ domain protein	1
XP_011130673.1 chaperone DnaJ	1
XP_011130672.1 UDP-N-acetylglucosamine transporter	1
XP_011130671.1 putative notch domain protein	1
XP_011130670.1 hypothetical protein GNI_086560	1
XP_011130669.1 hypothetical protein GNI_086550	1
XP_011130668.1 beta-lactamase family domain pro...	1
XP_011130667.1 ribose-5-phosphate isomerase A	1
XP_011130666.1 glycosyltransferase-like family ...	1
XP_011130665.1 GHKL domain protein	1
XP_011130664.1 josephin	1
XP_011130663.1 hypothetical protein GNI_086490	1
XP_011130662.1 thioredoxin reductase	1
XP_011130661.1 putative cathepsin C	1
XP_011130682.1 SNARE protein	1
XP_011130684.1 thioesterase domain protein	1
XP_011130708.1 60S ribosomal protein L9	1
XP_011130685.1 hypothetical protein GNI_086980	1
XP_011130706.1 hypothetical protein GNI_087370,...	1
XP_011130705.1 endoplasmic reticulum-based fact...	1
XP_011130704.1 hypothetical protein GNI_087350	1
XP_011130703.1 hypothetical protein GNI_087340	1
XP_011130702.1 hypothetical protein GNI_087330	1
XP_011130701.1 phosphdiesterase	1
XP_011130700.1 hypothetical protein GNI_087310	1
XP_011130699.1 SAC3/GANP family protein	1
XP_011130698.1 hypothetical protein GNI_087290	1
XP_011130697.1 putative transmembrane protein	1
XP_011130696.1 pre-mRNA-splicing factor	1
XP_011130695.1 aconitase	1
XP_011130694.1 Rab-related GTPase family protein	1
XP_011130693.1 hypothetical protein GNI_087060	1
XP_011130692.1 DnaJ domain protein	1
XP_011130691.1 putative transmembrane protein	1
XP_011130690.1 putative transmembrane protein	1
XP_011130689.1 hypothetical protein GNI_087020	1
XP_011130688.1 hypothetical protein GNI_087010	1
XP_011130687.1 enhancer of polycomb-like protein	1
XP_011130686.1 hypothetical protein GNI_086990	1
XP_011130660.1 elongation factor 2	1
XP_011130659.1 hypothetical protein GNI_086450	1
XP_011130658.1 hypothetical protein GNI_086440	1
XP_011130657.1 hypothetical protein GNI_086430	1
XP_011130632.1 hypothetical protein GNI_085280	1
XP_011130631.1 hypothetical protein GNI_085180,...	1
XP_011130630.1 hypothetical protein GNI_085080,...	1
XP_011130629.1 hypothetical protein GNI_080290	1
XP_011130628.1 hypothetical protein GNI_080190	1
XP_011130627.1 hypothetical protein GNI_080180	1
XP_011130626.1 hypothetical protein GNI_080170	1
XP_011130625.1 hypothetical protein GNI_080070,...	1
XP_011130624.1 hypothetical protein GNI_080060	1
XP_011130623.1 hypothetical protein GNI_080050,...	1
XP_011130622.1 putative viral A-type inclusion ...	1
XP_011130621.1 putative viral A-type inclusion ...	1
XP_011130620.1 hypothetical protein GNI_079750,...	1
XP_011130619.1 hypothetical protein GNI_079650	1
XP_011130618.1 methyltransferase	1
XP_011130617.1 putative 60S ribosomal protein L26	1
XP_011130616.1 WW domain protein	1
XP_011130615.1 high-affinity nickel-transport p...	1
XP_011130614.1 hypothetical protein GNI_079600	1
XP_011130613.1 hypothetical protein GNI_079590	1
XP_011130612.1 DNA polymerase subunit delta	1
XP_011130633.1 hypothetical protein GNI_085380,...	1
XP_011130634.1 hypothetical protein GNI_085480	1
XP_011130635.1 putative DNA mismatch repair pro...	1
XP_011130647.1 hypothetical protein GNI_086060	1
XP_011130656.1 tetratricopeptide repeat protein	1
XP_011130655.1 formin-like protein, partial	1
XP_011130654.1 hypothetical protein GNI_086310	1
XP_011130653.1 hypothetical protein GNI_086300	1
XP_011130652.1 hypothetical protein GNI_086200	1
XP_011130651.1 putative histone deacetylase	1
XP_011130650.1 clathrin adaptor complex family ...	1
XP_011130649.1 mitogen-activated protein kinase	1
XP_011130648.1 putative protein kinase	1
XP_011130646.1 translation initiation factor eI...	1
XP_011130636.1 hypothetical protein GNI_085590	1
XP_011130645.1 ubiquitin carboxyl-terminal hydr...	1
XP_011130644.1 RuvB DNA helicase-like protein	1
XP_011130643.1 putative peptidyl-prolyl cis-tra...	1
XP_011130642.1 MCM2/3/5 family protein	1
XP_011130641.1 putative protein kinase	1
XP_011130640.1 putative protein kinase, partial	1
XP_011130639.1 hypothetical protein GNI_085620	1
XP_011130638.1 hypothetical protein GNI_085610	1
XP_011130637.1 putative exosome complex exonucl...	1
XP_011130707.1 hypothetical protein GNI_087470,...	1
XP_011130709.1 putative transmembrane protein	1
XP_011130413.1 hypothetical protein GNI_073520	1
XP_011130783.1 putative dynein heavy chain	1
XP_011130781.1 Sec7 domain protein	1
XP_011130780.1 putative 3-methyladenine DNA gly...	1
XP_011130779.1 hypothetical protein GNI_089290	1
XP_011130778.1 Rab-related GTPase family protein	1
XP_011130777.1 hypothetical protein GNI_089270	1
XP_011130776.1 hypothetical protein GNI_089260	1
XP_011130775.1 hypothetical protein GNI_089150	1
XP_011130774.1 putative transmembrane protein	1
XP_011130773.1 succinyl-CoA synthetase beta sub...	1
XP_011130772.1 putative transmembrane protein	1
XP_011130771.1 putative transmembrane protein	1
XP_011130770.1 putative GMC oxidoreductase	1
XP_011130769.1 PUB domain protein	1
XP_011130768.1 hypothetical protein GNI_089080	1
XP_011130767.1 putative major facilitator famil...	1
XP_011130766.1 isocitrate dehydrogenase	1
XP_011130765.1 putative acetyltransferase domai...	1
XP_011130764.1 hypothetical protein GNI_089040	1
XP_011130763.1 glucosidase II beta subunit-like...	1
XP_011130762.1 peptidase, S9A/B/C family, catal...	1
XP_011130761.1 putative transmembrane protein	1
XP_011130782.1 hypothetical protein GNI_089320	1
XP_011130784.1 M-phase phosphoprotein 6	1
XP_011130710.1 prolyl-tRNA synthetase	1
XP_011130785.1 putative dual specificity protei...	1
XP_011130806.1 putative IWS1-like protein	1
XP_011130805.1 hypothetical protein GNI_089550	1
XP_011130804.1 hypothetical protein GNI_089540	1
XP_011130803.1 N-acetyltransferase	1
XP_011130802.1 proteasome subunit beta type	1
XP_011130801.1 hypothetical protein GNI_089510	1
XP_011130800.1 putative protein kinase	1
XP_011130799.1 autophagy protein Apg6	1
XP_011130798.1 peptidyl-prolyl cis-trans isomer...	1
XP_011130797.1 hypothetical protein GNI_089470	1
XP_011130796.1 putative oocyst wall protein	1
XP_011130795.1 hypothetical protein GNI_089450	1
XP_011130794.1 hypothetical protein GNI_089440	1
XP_011130793.1 DNA (cytosine-5-)-methyltransferase	1
XP_011130792.1 GNAT family acetyltransferase	1
XP_011130791.1 DHHC palmitoyltransferase	1
XP_011130790.1 putative U6 snRNA-associated Sm-...	1
XP_011130789.1 putative transporter ATP-binding...	1
XP_011130788.1 Der1-like family protein	1
XP_011130787.1 40S ribosomal protein S6	1
XP_011130786.1 protein kinase domain protein	1
XP_011130760.1 hypothetical protein GNI_089000	1
XP_011130759.1 putative ICE-like protease (casp...	1
XP_011130758.1 putative phosphodiesterase	1
XP_011130757.1 hypothetical protein GNI_088970	1
XP_011130731.1 endonuclease/exonuclease/phospha...	1
XP_011130730.1 hypothetical protein GNI_088150	1
XP_011130729.1 hypothetical protein GNI_088140	1
XP_011130728.1 hypothetical protein GNI_088040,...	1
XP_011130727.1 hypothetical protein GNI_087940	1
XP_011130726.1 hypothetical protein GNI_087930	1
XP_011130725.1 hypothetical protein GNI_087830	1
XP_011130724.1 hypothetical protein GNI_087820	1
XP_011130723.1 hypothetical protein GNI_087720,...	1
XP_011130722.1 hypothetical protein GNI_087710,...	1
XP_011130721.1 hypothetical protein GNI_087610,...	1
XP_011130720.1 pentapeptide repeat protein	1
XP_011130719.1 hypothetical protein GNI_087590	1
XP_011130718.1 putative transmembrane protein	1
XP_011130717.1 hypothetical protein GNI_087570	1
XP_011130716.1 hypothetical protein GNI_087560	1
XP_011130715.1 putative clumping factor A	1
XP_011130714.1 hypothetical protein GNI_087540	1
XP_011130713.1 6-phosphofructokinase	1
XP_011130712.1 putative cytosolic Fe-S cluster ...	1
XP_011130711.1 alba protein	1
XP_011130732.1 short-chain dehydrogenase/reductase	1
XP_011130733.1 hypothetical protein GNI_088180	1
XP_011130734.1 hypothetical protein GNI_088280,...	1
XP_011130746.1 hypothetical protein GNI_088670	1
XP_011130756.1 hypothetical protein GNI_088960	1
XP_011130755.1 putative P-type ATPase	1
XP_011130754.1 ribosome biogenesis regulatory p...	1
XP_011130753.1 putative oocyst wall protein	1
XP_011130752.1 hypothetical protein GNI_088920	1
XP_011130751.1 putative zinc finger protein	1
XP_011130750.1 hypothetical protein GNI_088900	1
XP_011130748.1 putative transmembrane protein, ...	1
XP_011130747.1 hypothetical protein GNI_088690,...	1
XP_011130745.1 N6-adenosine-methyltransferase	1
XP_011130735.1 hypothetical protein GNI_088290,...	1
XP_011130744.1 protein kinase domain protein	1
XP_011130743.1 putative DUF775 domain protein	1
XP_011130742.1 mechanosensitive ion channel fam...	1
XP_011130741.1 ankyrin repeat protein	1
XP_011130740.1 hypothetical protein GNI_088430	1
XP_011130739.1 putative ribosome biogenesis pro...	1
XP_011130738.1 rRNA-processing Fcf1-like protein	1
XP_011130737.1 putative multidrug resistance pr...	1
XP_011130736.1 beige/BEACH domain protein, partial	1
XP_011130611.1 putative transmembrane protein	1
XP_011130610.1 hypothetical protein GNI_079470	1
XP_011130609.1 uridine phosphorylase	1
XP_011130486.1 hypothetical protein GNI_075880	1
XP_011130484.1 hypothetical protein GNI_075680	1
XP_011130483.1 hypothetical protein GNI_075580	1
XP_011130482.1 60S ribosomal protein L6	1
XP_011130481.1 putative elongation factor 1-gam...	1
XP_011130480.1 putative splicing factor	1
XP_011130479.1 DnaJ domain protein	1
XP_011130478.1 histidyl-tRNA synthetase	1
XP_011130477.1 hypothetical protein GNI_075430,...	1
XP_011130476.1 hypothetical protein GNI_075330	1
XP_011130475.1 hypothetical protein GNI_075320	1
XP_011130474.1 putative transmembrane protein	1
XP_011130473.1 alpha/beta hydrolase family protein	1
XP_011130472.1 putative KIN17	1
XP_011130471.1 hypothetical protein GNI_075180	1
XP_011130470.1 60S ribosomal protein L4	1
XP_011130469.1 protein kinase	1
XP_011130468.1 protein serine/threonine kinase ...	1
XP_011130467.1 hypothetical protein GNI_075050	1
XP_011130466.1 hypothetical protein GNI_075040	1
XP_011130465.1 hypothetical protein GNI_075030	1
XP_011130464.1 hypothetical protein GNI_075020	1
XP_011130485.1 hypothetical protein GNI_075780	1
XP_011130487.1 hypothetical protein GNI_075890	1
XP_011130608.1 hypothetical protein GNI_079450	1
XP_011130488.1 hypothetical protein GNI_075900	1
XP_011130509.1 putative DNA helicase, partial	1
XP_011130508.1 hypothetical protein GNI_076730	1
XP_011130507.1 BT1 family protein	1
XP_011130506.1 hypothetical protein GNI_076710	1
XP_011130505.1 hypothetical protein GNI_076700,...	1
XP_011130504.1 hypothetical protein GNI_076600	1
XP_011130503.1 hypothetical protein GNI_076500,...	1
XP_011130502.1 putative dynamin	1
XP_011130501.1 hypothetical protein GNI_076390	1
XP_011130500.1 hypothetical protein GNI_076380	1
XP_011130499.1 hypothetical protein GNI_076370	1
XP_011130498.1 putative transmembrane protein	1
XP_011130497.1 hypothetical protein GNI_076350,...	1
XP_011130496.1 hypothetical protein GNI_076250,...	1
XP_011130495.1 DNA (cytosine-5-)-methyltransferase	1
XP_011130494.1 hypothetical protein GNI_076140	1
XP_011130493.1 putative nuclear cap-binding pro...	1
XP_011130492.1 NH(3)-dependent NAD(+) synthetase	1
XP_011130491.1 inner membrane complex protein	1
XP_011130490.1 histone H4	1
XP_011130489.1 hypothetical protein GNI_075910	1
XP_011130463.1 hypothetical protein GNI_075010	1
XP_011130462.1 tubulin alpha chain	1
XP_011130461.1 putative Ran-binding protein	1
XP_011130460.1 proteasome subunit alpha type	1
XP_011130435.1 hypothetical protein GNI_074280	1
XP_011130434.1 hypothetical protein GNI_074270	1
XP_011130433.1 hypothetical protein GNI_074260	1
XP_011130432.1 hypothetical protein GNI_074250	1
XP_011130431.1 hypothetical protein GNI_074240	1
XP_011130430.1 putative transmembrane protein	1
XP_011130429.1 hypothetical protein GNI_074220	1
XP_011130428.1 SNF2 family amine-terminal domai...	1
XP_011130427.1 hypothetical protein GNI_074200	1
XP_011130426.1 2'-phosphotransferase	1
XP_011130425.1 putative transmembrane protein	1
XP_011130424.1 putative tyrosine 3-monooxygenase	1
XP_011130423.1 hypothetical protein GNI_073980	1
XP_011130422.1 hypothetical protein GNI_073970	1
XP_011130421.1 hypothetical protein GNI_073870	1
XP_011130420.1 hypothetical protein GNI_073860	1
XP_011130419.1 RfeF	1
XP_011130418.1 hypothetical protein GNI_073840	1
XP_011130417.1 putative C2 domain protein, partial	1
XP_011130416.1 putative ferlin	1
XP_011130415.1 casein protein kinase 2 alpha su...	1
XP_011130436.1 hypothetical protein GNI_074290	1
